,birth_year,credit_score,yearly_income,income_type,employment_type,houseown_type,desired_amount,purpose,existing_loan_cnt,existing_loan_amt,gender,time,cluster,count,kmeans_minmax
1281,20,540.0,17000000.0,EARNEDINCOME,정규직,자가,10000000.0,대환대출,7.0,212000000.0,0.0,361,0,2,1
1284,30,860.0,39000000.0,EARNEDINCOME,정규직,자가,20000000.0,생활비,4.0,78000000.0,0.0,1396,0,4,1
1291,40,650.0,200000000.0,PRIVATEBUSINESS,기타,자가,100000000.0,사업자금,3.0,101000000.0,0.0,2521,0,3,2
1299,40,980.0,20000000.0,PRACTITIONER,정규직,기타가족소유,200000000.0,생활비,2.0,28000000.0,0.0,478,0,1,1
1305,20,580.0,0.0,OTHERINCOME,기타,전월세,10000000.0,생활비,5.0,24000000.0,0.0,168,0,4,2
1306,40,790.0,30000000.0,EARNEDINCOME,정규직,전월세,50000000.0,생활비,3.0,20000000.0,1.0,884,0,1,3
1312,40,940.0,0.0,OTHERINCOME,기타,전월세,20000000.0,생활비,3.0,20000000.0,1.0,492,0,1,2
1316,50,950.0,0.0,OTHERINCOME,기타,자가,5000000.0,생활비,3.0,44000000.0,0.0,332,0,1,2
1321,40,600.0,5000000.0,OTHERINCOME,기타,자가,3000000.0,기타,12.0,25000000.0,1.0,372,0,1,2
1327,20,620.0,33000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,1.0,44000000.0,1.0,313,0,1,0
1341,20,700.0,30000000.0,EARNEDINCOME,계약직,기타가족소유,15000000.0,대환대출,1.0,12000000.0,1.0,3404,0,5,0
1343,40,910.0,0.0,OTHERINCOME,기타,전월세,10000000.0,생활비,3.0,20000000.0,1.0,186,0,1,2
1347,50,640.0,24000000.0,OTHERINCOME,기타,기타가족소유,15000000.0,대환대출,3.0,10000000.0,1.0,1927,0,9,2
1349,40,720.0,90000000.0,FREELANCER,기타,기타가족소유,10000000.0,생활비,2.0,15000000.0,1.0,11,0,1,2
1351,30,600.0,32000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,6.0,59000000.0,1.0,1485,0,13,0
1352,20,540.0,33000000.0,EARNEDINCOME2,정규직,기타가족소유,40000000.0,대환대출,7.0,55000000.0,1.0,971,0,4,0
1354,40,640.0,33000000.0,EARNEDINCOME,정규직,전월세,20000000.0,대환대출,7.0,66000000.0,0.0,56,0,2,1
1356,40,850.0,62000000.0,PRIVATEBUSINESS,정규직,전월세,30000000.0,사업자금,4.0,66000000.0,1.0,3562,0,12,0
1368,30,930.0,80000000.0,PRIVATEBUSINESS,기타,자가,100000000.0,사업자금,4.0,60000000.0,0.0,2607,0,12,2
1369,50,720.0,40000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,3.0,30000000.0,0.0,929,0,2,1
1379,30,680.0,90000000.0,PRIVATEBUSINESS,정규직,전월세,50000000.0,대환대출,3.0,47000000.0,1.0,2447,0,5,0
1383,30,950.0,33000000.0,EARNEDINCOME,계약직,자가,50000000.0,생활비,1.0,15000000.0,1.0,617,0,1,3
1392,30,820.0,50000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,생활비,1.0,18000000.0,1.0,1044,0,1,3
1395,20,790.0,30000000.0,EARNEDINCOME,정규직,전월세,15000000.0,대환대출,2.0,38000000.0,0.0,369,0,2,1
1399,30,930.0,66000000.0,EARNEDINCOME,정규직,전월세,70000000.0,대환대출,2.0,70000000.0,0.0,113,0,1,1
1400,30,850.0,24000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,1.0,45000000.0,1.0,1296,0,5,3
1410,30,630.0,25000000.0,OTHERINCOME,기타,전월세,5000000.0,사업자금,3.0,20000000.0,1.0,851,0,3,2
1411,40,570.0,36000000.0,OTHERINCOME,기타,기타가족소유,50000000.0,대환대출,3.0,14000000.0,1.0,785,0,1,2
1414,30,590.0,24000000.0,EARNEDINCOME,정규직,전월세,24000000.0,생활비,3.0,13000000.0,1.0,1475,0,4,3
1432,30,710.0,90000000.0,PRIVATEBUSINESS,기타,기타가족소유,20000000.0,사업자금,2.0,21000000.0,0.0,15,0,1,2
1434,30,900.0,200000000.0,EARNEDINCOME,정규직,기타가족소유,200000000.0,사업자금,2.0,61000000.0,1.0,2309,0,3,0
1436,30,930.0,0.0,OTHERINCOME,기타,전월세,5000000.0,전월세보증금,3.0,20000000.0,1.0,620,0,2,2
1448,50,660.0,10000000.0,OTHERINCOME,기타,자가,5000000.0,생활비,7.0,89000000.0,0.0,2877,0,11,2
1468,60,610.0,24000000.0,EARNEDINCOME,계약직,전월세,10000000.0,생활비,13.0,41000000.0,1.0,358,0,1,3
1476,20,720.0,27000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,생활비,7.0,47000000.0,1.0,1027,0,1,3
1483,30,700.0,68000000.0,EARNEDINCOME,정규직,자가,20000000.0,생활비,3.0,285000000.0,1.0,1160,0,3,3
1491,30,720.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,60000000.0,전월세보증금,2.0,8000000.0,1.0,1392,0,4,0
1492,30,630.0,29000000.0,EARNEDINCOME,계약직,전월세,40000000.0,생활비,3.0,12000000.0,0.0,13,0,2,1
1502,30,700.0,60000000.0,PRIVATEBUSINESS,기타,자가,100000000.0,사업자금,1.0,18000000.0,0.0,212,0,1,2
1512,30,520.0,58000000.0,EARNEDINCOME,정규직,기타가족소유,3000000.0,생활비,9.0,90000000.0,1.0,643,0,3,3
1514,50,710.0,97000000.0,EARNEDINCOME,정규직,자가,70000000.0,주택구입,8.0,102000000.0,1.0,298,0,1,0
1516,40,770.0,38000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,1.0,18000000.0,0.0,11187,0,16,1
1530,40,650.0,12000000.0,FREELANCER,기타,전월세,30000000.0,대환대출,5.0,45000000.0,0.0,275,0,4,2
1531,30,900.0,60000000.0,FREELANCER,기타,기타가족소유,11000000.0,대환대출,3.0,45000000.0,0.0,734,0,2,2
1539,30,790.0,30000000.0,OTHERINCOME,기타,기타가족소유,12000000.0,대환대출,2.0,11000000.0,0.0,234,0,1,2
1543,40,610.0,33000000.0,EARNEDINCOME,정규직,자가,20000000.0,생활비,11.0,104000000.0,0.0,1385,0,4,1
1559,40,630.0,5000000.0,OTHERINCOME,기타,기타가족소유,5000000.0,생활비,1.0,5000000.0,0.0,225,0,1,2
1566,40,710.0,78000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,5.0,144000000.0,1.0,992,0,6,0
1570,20,890.0,20000000.0,OTHERINCOME,기타,기타가족소유,55000000.0,생활비,8.0,50000000.0,1.0,496,0,1,2
1572,50,570.0,60000000.0,EARNEDINCOME,정규직,전월세,100000000.0,대환대출,8.0,347000000.0,1.0,890,0,10,0
1576,40,660.0,48000000.0,EARNEDINCOME,정규직,자가,3000000.0,대환대출,2.0,47000000.0,1.0,3957,0,14,0
1581,40,600.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,5.0,41000000.0,1.0,967,0,5,0
1584,30,650.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,7000000.0,대환대출,13.0,54000000.0,1.0,605,0,1,0
1587,20,600.0,24000000.0,OTHERINCOME,기타,기타가족소유,2000000.0,생활비,3.0,11000000.0,1.0,3072,0,4,2
1588,40,580.0,45000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,4.0,64000000.0,0.0,4207,0,21,1
1599,40,700.0,20000000.0,PRIVATEBUSINESS,정규직,기타가족소유,50000000.0,사업자금,1.0,18000000.0,0.0,779,0,1,1
1601,20,760.0,26000000.0,EARNEDINCOME2,기타,전월세,3000000.0,대환대출,2.0,4000000.0,1.0,563,0,2,2
1602,50,710.0,10000000.0,OTHERINCOME,기타,기타가족소유,3000000.0,생활비,1.0,21000000.0,0.0,1146,0,2,2
1604,50,720.0,45000000.0,EARNEDINCOME,정규직,전월세,19000000.0,대환대출,10.0,66000000.0,1.0,884,0,8,0
1609,70,640.0,30000000.0,PRACTITIONER,정규직,자가,20000000.0,생활비,2.0,36000000.0,1.0,31,0,1,3
1610,20,910.0,33000000.0,PRACTITIONER,정규직,기타가족소유,10000000.0,생활비,3.0,49000000.0,1.0,2098,0,7,3
1614,40,790.0,120000000.0,EARNEDINCOME,정규직,자가,100000000.0,생활비,5.0,598000000.0,1.0,1312,0,5,3
1620,30,590.0,0.0,PRIVATEBUSINESS,정규직,자가,50000000.0,사업자금,5.0,86000000.0,0.0,971,0,1,1
1645,30,490.0,33000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,19000000.0,1.0,167,0,1,3
1653,40,620.0,48000000.0,OTHERINCOME,기타,자가,20000000.0,대환대출,5.0,57000000.0,0.0,448,0,4,2
1660,30,590.0,72000000.0,FREELANCER,기타,자가,20000000.0,생활비,6.0,193000000.0,1.0,1740,0,3,2
1661,40,1000.0,105000000.0,EARNEDINCOME,정규직,자가,100000000.0,대환대출,1.0,0.0,0.0,339,0,1,1
1675,30,730.0,74000000.0,EARNEDINCOME,정규직,전월세,15000000.0,주택구입,6.0,277000000.0,1.0,1508,0,15,0
1677,30,560.0,38000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,3.0,36000000.0,1.0,1252,0,1,3
1683,30,480.0,35000000.0,EARNEDINCOME,계약직,기타가족소유,3000000.0,생활비,2.0,7000000.0,1.0,763,0,1,3
1684,40,630.0,36000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,8.0,260000000.0,0.0,332,0,6,1
1687,30,560.0,42000000.0,EARNEDINCOME2,정규직,전월세,15000000.0,대환대출,3.0,53000000.0,1.0,231,0,2,0
1689,40,750.0,45000000.0,EARNEDINCOME,계약직,기타가족소유,30000000.0,생활비,5.0,38000000.0,0.0,218,0,1,1
1703,40,970.0,300000000.0,EARNEDINCOME,정규직,자가,100000000.0,대환대출,6.0,445000000.0,1.0,836,0,1,0
1704,20,920.0,48000000.0,EARNEDINCOME,정규직,전월세,470000000.0,주택구입,3.0,43000000.0,1.0,308,0,1,0
1708,40,800.0,25000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,2.0,78000000.0,0.0,2031,0,24,1
1710,20,840.0,40000000.0,EARNEDINCOME,정규직,기타가족소유,40000000.0,생활비,2.0,28000000.0,1.0,1462,0,10,3
1712,30,860.0,24000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,2.0,135000000.0,0.0,253,0,1,1
1713,20,710.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,생활비,1.0,18000000.0,0.0,1070,0,2,1
1715,40,530.0,3000000.0,EARNEDINCOME,정규직,전월세,5000000.0,대환대출,4.0,4000000.0,0.0,656,0,1,1
1719,70,790.0,4000000.0,OTHERINCOME,기타,자가,10000000.0,생활비,2.0,37000000.0,0.0,785,0,4,2
1725,60,650.0,40000000.0,OTHERINCOME,기타,자가,30000000.0,대환대출,1.0,5000000.0,0.0,144,0,3,2
1733,40,630.0,80000000.0,PRIVATEBUSINESS,정규직,기타가족소유,50000000.0,사업자금,1.0,18000000.0,1.0,2149,0,5,0
1738,20,670.0,24000000.0,EARNEDINCOME2,정규직,기타가족소유,15000000.0,대환대출,1.0,10000000.0,0.0,699,0,2,1
1743,30,620.0,35000000.0,FREELANCER,기타,전월세,15000000.0,대환대출,2.0,11000000.0,0.0,1731,0,19,2
1746,30,910.0,33000000.0,EARNEDINCOME,정규직,전월세,28000000.0,대환대출,1.0,18000000.0,1.0,630,0,3,0
1751,50,700.0,10000000.0,OTHERINCOME,기타,자가,70000000.0,생활비,5.0,99000000.0,1.0,1625,0,1,2
1752,30,950.0,80000000.0,EARNEDINCOME,정규직,자가,80000000.0,대환대출,1.0,55000000.0,1.0,601,0,1,0
1761,30,670.0,5000000.0,OTHERINCOME,기타,전월세,1000000.0,생활비,5.0,8000000.0,1.0,2009,0,5,2
1762,30,740.0,70000000.0,EARNEDINCOME,정규직,기타가족소유,70000000.0,대환대출,2.0,99000000.0,1.0,953,0,1,0
1764,40,720.0,40000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,생활비,3.0,37000000.0,1.0,585,0,2,3
1766,50,780.0,30000000.0,EARNEDINCOME,정규직,자가,25000000.0,대환대출,3.0,158000000.0,1.0,615,0,6,0
1769,30,770.0,39000000.0,EARNEDINCOME,정규직,자가,16000000.0,대환대출,9.0,160000000.0,1.0,491,0,1,0
1770,30,970.0,50000000.0,EARNEDINCOME,정규직,자가,225000000.0,대환대출,2.0,258000000.0,1.0,1221,0,4,0
1777,50,670.0,40000000.0,EARNEDINCOME,계약직,기타가족소유,40000000.0,대환대출,1.0,28000000.0,1.0,1928,0,5,0
1779,30,700.0,36000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,2.0,43000000.0,1.0,1435,0,3,3
1784,30,650.0,24000000.0,PRACTITIONER,정규직,기타가족소유,50000000.0,대환대출,2.0,28000000.0,0.0,3173,0,10,1
1789,40,670.0,52000000.0,EARNEDINCOME2,정규직,기타가족소유,55000000.0,대환대출,4.0,217000000.0,1.0,631,0,3,0
1798,40,750.0,20000000.0,PRIVATEBUSINESS,기타,자가,10000000.0,생활비,6.0,49000000.0,0.0,3502,0,15,2
1800,30,660.0,36000000.0,PRACTITIONER,정규직,전월세,35000000.0,대환대출,3.0,53000000.0,1.0,1140,0,4,0
1806,40,640.0,50000000.0,PRIVATEBUSINESS,정규직,자가,20000000.0,대환대출,2.0,137000000.0,1.0,688,0,3,0
1820,40,720.0,30000000.0,OTHERINCOME,기타,기타가족소유,5000000.0,생활비,1.0,18000000.0,1.0,779,0,1,2
1827,40,920.0,24000000.0,EARNEDINCOME,정규직,자가,50000000.0,생활비,3.0,23000000.0,0.0,893,0,4,1
1829,40,660.0,53000000.0,EARNEDINCOME,정규직,자가,50000000.0,생활비,1.0,18000000.0,1.0,8788,0,17,3
1834,30,880.0,0.0,OTHERINCOME,기타,전월세,150000000.0,사업자금,2.0,29000000.0,1.0,2398,0,4,2
1835,20,680.0,22000000.0,EARNEDINCOME,정규직,전월세,5000000.0,전월세보증금,3.0,31000000.0,0.0,309,0,2,1
1841,50,680.0,27000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,생활비,3.0,36000000.0,0.0,286,0,3,1
1846,20,630.0,31000000.0,EARNEDINCOME,정규직,기타가족소유,31000000.0,대환대출,1.0,18000000.0,1.0,1528,0,9,0
1861,20,940.0,40000000.0,EARNEDINCOME,정규직,전월세,90000000.0,전월세보증금,1.0,0.0,0.0,503,0,1,1
1884,30,810.0,43000000.0,OTHERINCOME,기타,자가,26000000.0,대환대출,6.0,190000000.0,1.0,2031,0,5,2
1885,40,570.0,70000000.0,EARNEDINCOME2,정규직,전월세,50000000.0,생활비,4.0,29000000.0,1.0,2091,0,18,3
1886,30,600.0,20000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,4.0,43000000.0,0.0,1506,0,8,1
1902,30,670.0,72000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,2.0,43000000.0,1.0,1371,0,2,0
1904,40,800.0,60000000.0,PRIVATEBUSINESS,정규직,기타가족소유,60000000.0,대환대출,4.0,37000000.0,1.0,306,0,1,0
1911,30,830.0,0.0,OTHERINCOME,기타,기타가족소유,7000000.0,생활비,4.0,11000000.0,0.0,1010,0,10,2
1940,30,920.0,106000000.0,EARNEDINCOME,정규직,전월세,200000000.0,기타,1.0,18000000.0,1.0,7824,0,28,0
1944,20,660.0,33000000.0,EARNEDINCOME,계약직,전월세,20000000.0,대환대출,1.0,5000000.0,1.0,1713,0,4,0
1949,30,940.0,38000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,전월세보증금,1.0,17000000.0,1.0,737,0,2,0
1955,20,730.0,24000000.0,PRACTITIONER,계약직,전월세,0.0,생활비,3.0,25000000.0,1.0,0,0,1,3
1959,20,790.0,0.0,OTHERINCOME,기타,기타가족소유,20000000.0,생활비,3.0,20000000.0,0.0,374,0,2,2
1982,40,950.0,36000000.0,EARNEDINCOME,정규직,전월세,200000000.0,생활비,3.0,43000000.0,0.0,317,0,1,1
1986,50,610.0,1000000.0,FREELANCER,기타,전월세,12000000.0,대환대출,5.0,12000000.0,0.0,1817,0,3,2
1989,20,580.0,24000000.0,EARNEDINCOME,계약직,전월세,20000000.0,대환대출,2.0,38000000.0,0.0,3974,0,12,1
1991,20,700.0,44000000.0,PRACTITIONER,정규직,전월세,10000000.0,생활비,4.0,257000000.0,1.0,298,0,1,3
1995,40,970.0,40000000.0,EARNEDINCOME,정규직,전월세,80000000.0,주택구입,2.0,0.0,1.0,505,0,1,0
2002,40,780.0,100000000.0,EARNEDINCOME,정규직,자가,50000000.0,기타,3.0,84000000.0,1.0,300,0,2,0
2008,30,710.0,23000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,1.0,18000000.0,0.0,3351,0,17,1
2010,40,930.0,22000000.0,EARNEDINCOME,계약직,전월세,300000000.0,생활비,1.0,3000000.0,0.0,3526,0,5,1
2018,40,820.0,24000000.0,EARNEDINCOME,기타,전월세,25000000.0,대환대출,1.0,23000000.0,0.0,3493,0,11,1
2020,20,690.0,44000000.0,EARNEDINCOME,정규직,기타가족소유,15000000.0,대환대출,9.0,105000000.0,1.0,860,0,2,0
2021,20,590.0,26000000.0,EARNEDINCOME,정규직,자가,40000000.0,대환대출,3.0,95000000.0,0.0,283,0,2,1
2027,40,540.0,3000000.0,PRACTITIONER,계약직,기타가족소유,30000000.0,생활비,10.0,24000000.0,1.0,263,0,1,3
2030,30,920.0,33000000.0,EARNEDINCOME,정규직,전월세,30000000.0,전월세보증금,1.0,8000000.0,0.0,1705,0,1,1
2039,40,680.0,35000000.0,EARNEDINCOME,정규직,자가,15000000.0,대환대출,12.0,270000000.0,0.0,1247,0,4,1
2041,50,870.0,16000000.0,EARNEDINCOME,계약직,전월세,7000000.0,생활비,3.0,9000000.0,1.0,1490,0,14,3
2043,20,800.0,34000000.0,EARNEDINCOME,정규직,자가,30000000.0,생활비,3.0,210000000.0,1.0,527,0,2,3
2071,30,620.0,50000000.0,FREELANCER,기타,전월세,35000000.0,대환대출,1.0,18000000.0,1.0,839,0,2,2
2084,40,550.0,26000000.0,EARNEDINCOME,정규직,기타가족소유,15000000.0,대환대출,5.0,35000000.0,0.0,4470,0,11,1
2094,30,690.0,50000000.0,PRIVATEBUSINESS,정규직,기타가족소유,80000000.0,대환대출,4.0,33000000.0,0.0,902,0,1,1
2098,40,980.0,95000000.0,EARNEDINCOME,정규직,자가,80000000.0,생활비,3.0,75000000.0,1.0,177,0,1,3
2100,30,510.0,43000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,9.0,113000000.0,1.0,1040,0,3,3
2101,30,630.0,48000000.0,EARNEDINCOME,정규직,전월세,6000000.0,생활비,9.0,81000000.0,0.0,346,0,1,1
2111,30,950.0,61000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,1.0,30000000.0,1.0,1930,0,2,0
2124,30,670.0,38000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,38000000.0,1.0,169,0,3,3
2129,20,650.0,38000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,3.0,14000000.0,0.0,384,0,1,1
2135,30,920.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,3.0,47000000.0,1.0,698,0,1,0
2136,40,580.0,150000000.0,PRIVATEBUSINESS,기타,자가,3000000.0,생활비,8.0,186000000.0,0.0,9181,0,24,2
2137,30,610.0,35000000.0,EARNEDINCOME2,정규직,전월세,5000000.0,생활비,10.0,78000000.0,0.0,1346,0,3,1
2148,20,720.0,24000000.0,EARNEDINCOME2,정규직,전월세,15000000.0,생활비,2.0,213000000.0,0.0,1141,0,4,1
2152,30,520.0,80000000.0,PRIVATEBUSINESS,정규직,전월세,100000000.0,사업자금,4.0,120000000.0,1.0,3684,0,7,0
2164,20,640.0,25000000.0,EARNEDINCOME2,계약직,기타가족소유,10000000.0,생활비,1.0,3000000.0,0.0,2915,0,2,1
2165,30,980.0,24000000.0,PRACTITIONER,정규직,전월세,100000000.0,투자,2.0,295000000.0,1.0,345,0,1,0
2179,30,720.0,30000000.0,PRIVATEBUSINESS,정규직,자가,24000000.0,대환대출,1.0,23000000.0,1.0,323,0,1,0
2183,20,610.0,20000000.0,EARNEDINCOME2,계약직,전월세,5000000.0,생활비,3.0,20000000.0,1.0,115,0,1,3
2185,40,600.0,25000000.0,EARNEDINCOME,정규직,전월세,50000000.0,생활비,3.0,50000000.0,0.0,978,0,11,1
2191,50,800.0,50000000.0,PRIVATEBUSINESS,일용직,전월세,20000000.0,대환대출,3.0,34000000.0,1.0,90,0,1,0
2192,40,530.0,25000000.0,EARNEDINCOME,정규직,기타가족소유,3000000.0,생활비,7.0,56000000.0,0.0,425,0,2,1
2195,40,830.0,36000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,2.0,47000000.0,1.0,1388,0,3,3
2196,30,880.0,42000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,3.0,84000000.0,1.0,346,0,1,3
2206,20,720.0,2000000.0,FREELANCER,기타,전월세,90000000.0,전월세보증금,1.0,10000000.0,1.0,276,0,1,2
2214,30,630.0,10000000.0,FREELANCER,기타,기타가족소유,20000000.0,대환대출,4.0,20000000.0,1.0,351,0,1,2
2223,30,670.0,20000000.0,FREELANCER,기타,전월세,5000000.0,생활비,11.0,65000000.0,0.0,487,0,6,2
2224,40,600.0,50000000.0,EARNEDINCOME,정규직,기타가족소유,45000000.0,대환대출,1.0,18000000.0,1.0,417,0,7,0
2226,30,930.0,46000000.0,EARNEDINCOME,정규직,전월세,23000000.0,생활비,5.0,42000000.0,1.0,905,0,1,3
2243,20,730.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,1.0,18000000.0,1.0,876,0,2,3
2244,40,570.0,36000000.0,FREELANCER,기타,기타가족소유,10000000.0,생활비,6.0,35000000.0,1.0,3438,0,22,2
2248,30,970.0,60000000.0,EARNEDINCOME,정규직,자가,270000000.0,주택구입,1.0,38000000.0,1.0,956,0,1,0
2255,20,610.0,35000000.0,EARNEDINCOME,계약직,전월세,30000000.0,생활비,5.0,14000000.0,1.0,6564,0,25,3
2261,20,600.0,29000000.0,EARNEDINCOME,정규직,전월세,20000000.0,대환대출,1.0,18000000.0,0.0,1092,0,4,1
2263,40,880.0,46000000.0,EARNEDINCOME,정규직,자가,2000000.0,생활비,2.0,25000000.0,1.0,2835,0,12,3
2272,60,920.0,3000000.0,EARNEDINCOME,정규직,전월세,5000000.0,대환대출,3.0,4000000.0,1.0,1582,0,4,0
2274,30,700.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,생활비,3.0,36000000.0,0.0,14,0,1,1
2275,50,590.0,20000000.0,EARNEDINCOME2,계약직,기타가족소유,10000000.0,대환대출,1.0,4000000.0,0.0,2910,0,1,1
2283,20,670.0,10000000.0,OTHERINCOME,기타,자가,2000000.0,생활비,2.0,8000000.0,0.0,563,0,4,2
2294,30,700.0,10000000.0,OTHERINCOME,기타,자가,5000000.0,생활비,3.0,44000000.0,0.0,610,0,2,2
2304,20,590.0,40000000.0,EARNEDINCOME,정규직,전월세,5000000.0,대환대출,5.0,92000000.0,0.0,1008,0,3,1
2308,40,740.0,60000000.0,EARNEDINCOME,정규직,기타가족소유,15000000.0,생활비,7.0,45000000.0,1.0,237,0,1,3
2310,40,880.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,2000000.0,대환대출,2.0,10000000.0,1.0,1785,0,9,0
2315,50,710.0,52000000.0,EARNEDINCOME,정규직,자가,100000000.0,생활비,5.0,229000000.0,1.0,402,0,1,3
2320,30,860.0,45000000.0,EARNEDINCOME,정규직,전월세,35000000.0,대환대출,7.0,203000000.0,1.0,292,0,1,0
2323,40,630.0,37000000.0,PRACTITIONER,계약직,전월세,30000000.0,대환대출,3.0,13000000.0,0.0,2399,0,3,1
2334,30,860.0,75000000.0,EARNEDINCOME,정규직,자가,38000000.0,대환대출,8.0,192000000.0,1.0,780,0,1,0
2335,30,710.0,31000000.0,EARNEDINCOME,정규직,자가,20000000.0,대환대출,9.0,88000000.0,1.0,2148,0,7,0
2343,40,740.0,30000000.0,EARNEDINCOME,정규직,전월세,35000000.0,대환대출,5.0,34000000.0,1.0,2516,0,4,0
2346,40,780.0,58000000.0,EARNEDINCOME,정규직,자가,30000000.0,대환대출,6.0,125000000.0,1.0,2149,0,2,0
2349,40,920.0,71000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,대환대출,2.0,98000000.0,1.0,671,0,5,0
2351,20,650.0,21000000.0,PRIVATEBUSINESS,기타,기타가족소유,5000000.0,생활비,2.0,16000000.0,1.0,647,0,5,2
2355,30,770.0,40000000.0,FREELANCER,기타,전월세,30000000.0,대환대출,1.0,24000000.0,1.0,174,0,1,2
2358,20,970.0,80000000.0,EARNEDINCOME,정규직,전월세,166000000.0,생활비,2.0,166000000.0,0.0,493,0,2,1
2367,30,950.0,50000000.0,EARNEDINCOME,정규직,전월세,190000000.0,전월세보증금,1.0,9000000.0,0.0,473,0,2,1
2368,40,560.0,28000000.0,EARNEDINCOME,정규직,자가,3000000.0,생활비,5.0,46000000.0,0.0,873,0,1,1
